periodo;ars;indicador;valor;unidade;id
2026-09-13;ARS Norte;Taxa diária de atendimentos urgentes com prioridade verde ou azul;32.252;epis. urg./100.000 resid.;2026-09-13/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2026-09-13;ARS Norte;Número estimado de episódios de urgência;5292.0;episódio urgência;2026-09-13/ARS Norte/Número estimado de episódios de urgência
2026-09-12;ARS Norte;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);54.3438;minuto;2026-09-12/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2026-09-12;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com internamento;9.66636;%;2026-09-12/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%)
2026-09-12;ARS Alentejo;Taxa diária de atendimentos urgentes com internamento;12.22;%;2026-09-12/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%)
2026-09-12;Portugal Continental;Taxa diária de atendimentos urgentes com internamento;9.75031;%;2026-09-12/Portugal Continental/Taxa diária de episódios de urgência com internamento (%)
2026-09-12;ARS Centro;Taxa diária de atendimentos urgentes com prioridade verde ou azul;25.651;epis. urg./100.000 resid.;2026-09-12/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2026-09-12;ARS Centro;Número estimado de episódios de urgência;2612.0;episódio urgência;2026-09-12/ARS Centro/Número estimado de episódios de urgência
2026-09-12;ARS Lisboa e Vale do Tejo;Número estimado de episódios de urgência;4373.0;episódio urgência;2026-09-12/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência
2026-09-12;Portugal Continental;Taxa diária de atendimentos urgentes com prioridade verde ou azul;31.4869;epis. urg./100.000 resid.;2026-09-12/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2026-09-12;ARS Norte;Número estimado de episódios de urgência;5401.0;episódio urgência;2026-09-12/ARS Norte/Número estimado de episódios de urgência
2026-09-12;ARS Centro;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);73.2384;minuto;2026-09-12/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2026-09-12;ARS Centro;Taxa diária de atendimentos urgentes com internamento;11.2405;%;2026-09-12/ARS Centro/Taxa diária de episódios de urgência com internamento (%)
2026-09-12;ARS Alentejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;44.2623;epis. urg./100.000 resid.;2026-09-12/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2026-09-12;ARS Alentejo;Número estimado de episódios de urgência;991.0;episódio urgência;2026-09-12/ARS Alentejo/Número estimado de episódios de urgência
2026-09-12;ARS Algarve;Número estimado de episódios de urgência;940.0;episódio urgência;2026-09-12/ARS Algarve/Número estimado de episódios de urgência
2026-09-12;ARS Norte;Taxa diária de atendimentos urgentes com prioridade verde ou azul;30.4691;epis. urg./100.000 resid.;2026-09-12/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2026-09-12;ARS Norte;Taxa diária de atendimentos urgentes com internamento;8.82225;%;2026-09-12/ARS Norte/Taxa diária de episódios de urgência com internamento (%)
2026-09-12;ARS Lisboa e Vale do Tejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);103.229;minuto;2026-09-12/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2026-09-12;ARS Alentejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);52.6841;minuto;2026-09-12/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2026-09-12;Portugal Continental;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);72.1212;minuto;2026-09-12/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2026-09-12;Portugal Continental;Número estimado de episódios de urgência;14317.0;episódio urgência;2026-09-12/Portugal Continental/Número estimado de episódios de urgência
2026-09-12;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;34.5743;epis. urg./100.000 resid.;2026-09-12/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2026-09-11;ARS Norte;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);59.1986;minuto;2026-09-11/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2026-09-11;ARS Norte;Taxa diária de atendimentos urgentes com prioridade verde ou azul;30.2768;epis. urg./100.000 resid.;2026-09-11/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2026-09-11;ARS Alentejo;Taxa diária de atendimentos urgentes com internamento;8.70406;%;2026-09-11/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%)
2026-09-11;ARS Alentejo;Número estimado de episódios de urgência;1006.0;episódio urgência;2026-09-11/ARS Alentejo/Número estimado de episódios de urgência
2026-09-11;ARS Alentejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);49.9123;minuto;2026-09-11/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2026-09-11;ARS Alentejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;45.6522;epis. urg./100.000 resid.;2026-09-11/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2026-09-11;ARS Lisboa e Vale do Tejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);124.186;minuto;2026-09-11/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2026-09-11;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com internamento;9.51626;%;2026-09-11/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%)
2026-09-11;Portugal Continental;Taxa diária de atendimentos urgentes com prioridade verde ou azul;32.0044;epis. urg./100.000 resid.;2026-09-11/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2026-09-11;Portugal Continental;Número estimado de episódios de urgência;15430.0;episódio urgência;2026-09-11/Portugal Continental/Número estimado de episódios de urgência
2026-09-11;ARS Norte;Taxa diária de atendimentos urgentes com internamento;8.57544;%;2026-09-11/ARS Norte/Taxa diária de episódios de urgência com internamento (%)
2026-09-11;ARS Centro;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);69.3749;minuto;2026-09-11/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2026-09-11;ARS Centro;Número estimado de episódios de urgência;2718.0;episódio urgência;2026-09-11/ARS Centro/Número estimado de episódios de urgência
2026-09-11;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;34.3078;epis. urg./100.000 resid.;2026-09-11/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2026-09-11;ARS Norte;Número estimado de episódios de urgência;5812.0;episódio urgência;2026-09-11/ARS Norte/Número estimado de episódios de urgência
2026-09-11;ARS Centro;Taxa diária de atendimentos urgentes com prioridade verde ou azul;28.2234;epis. urg./100.000 resid.;2026-09-11/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2026-09-11;ARS Centro;Taxa diária de atendimentos urgentes com internamento;11.92;%;2026-09-11/ARS Centro/Taxa diária de episódios de urgência com internamento (%)
2026-09-11;ARS Lisboa e Vale do Tejo;Número estimado de episódios de urgência;4930.0;episódio urgência;2026-09-11/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência
2026-09-11;ARS Algarve;Número estimado de episódios de urgência;964.0;episódio urgência;2026-09-11/ARS Algarve/Número estimado de episódios de urgência
2026-09-11;Portugal Continental;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);79.8912;minuto;2026-09-11/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2026-09-11;Portugal Continental;Taxa diária de atendimentos urgentes com internamento;9.56186;%;2026-09-11/Portugal Continental/Taxa diária de episódios de urgência com internamento (%)
2026-09-10;ARS Norte;Taxa diária de atendimentos urgentes com prioridade verde ou azul;31.8258;epis. urg./100.000 resid.;2026-09-10/ARS Norte/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2026-09-10;ARS Lisboa e Vale do Tejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);101.703;minuto;2026-09-10/ARS Lisboa e Vale do Tejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2026-09-10;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com internamento;9.26631;%;2026-09-10/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência com internamento (%)
2026-09-10;ARS Norte;Taxa diária de atendimentos urgentes com internamento;8.41655;%;2026-09-10/ARS Norte/Taxa diária de episódios de urgência com internamento (%)
2026-09-10;ARS Norte;Número estimado de episódios de urgência;5882.0;episódio urgência;2026-09-10/ARS Norte/Número estimado de episódios de urgência
2026-09-10;ARS Centro;Número estimado de episódios de urgência;2783.0;episódio urgência;2026-09-10/ARS Centro/Número estimado de episódios de urgência
2026-09-10;ARS Lisboa e Vale do Tejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;38.7995;epis. urg./100.000 resid.;2026-09-10/ARS Lisboa e Vale do Tejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2026-09-10;ARS Lisboa e Vale do Tejo;Número estimado de episódios de urgência;5179.0;episódio urgência;2026-09-10/ARS Lisboa e Vale do Tejo/Número estimado de episódios de urgência
2026-09-10;ARS Alentejo;Taxa diária de atendimentos urgentes com internamento;14.9901;%;2026-09-10/ARS Alentejo/Taxa diária de episódios de urgência com internamento (%)
2026-09-10;ARS Norte;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);50.6743;minuto;2026-09-10/ARS Norte/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2026-09-10;ARS Centro;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);65.5386;minuto;2026-09-10/ARS Centro/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2026-09-10;ARS Centro;Taxa diária de atendimentos urgentes com internamento;11.8999;%;2026-09-10/ARS Centro/Taxa diária de episódios de urgência com internamento (%)
2026-09-10;ARS Alentejo;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);43.5081;minuto;2026-09-10/ARS Alentejo/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2026-09-10;ARS Alentejo;Taxa diária de atendimentos urgentes com prioridade verde ou azul;46.8975;epis. urg./100.000 resid.;2026-09-10/ARS Alentejo/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2026-09-10;ARS Algarve;Número estimado de episódios de urgência;921.0;episódio urgência;2026-09-10/ARS Algarve/Número estimado de episódios de urgência
2026-09-10;Portugal Continental;Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar);68.6548;minuto;2026-09-10/Portugal Continental/Tempo médio de espera entre a triagem e a primeira observação médica (rede de urgência hospitalar)
2026-09-10;Portugal Continental;Taxa diária de atendimentos urgentes com prioridade verde ou azul;34.1994;epis. urg./100.000 resid.;2026-09-10/Portugal Continental/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2026-09-10;Portugal Continental;Número estimado de episódios de urgência;15789.0;episódio urgência;2026-09-10/Portugal Continental/Número estimado de episódios de urgência
2026-09-10;ARS Centro;Taxa diária de atendimentos urgentes com prioridade verde ou azul;28.6749;epis. urg./100.000 resid.;2026-09-10/ARS Centro/Taxa diária de episódios de urgência não urgentes (Manchester) por 100.000 residentes
2026-09-10;ARS Alentejo;Número estimado de episódios de urgência;1024.0;episódio urgência;2026-09-10/ARS Alentejo/Número estimado de episódios de urgência
